Ref.Data,Citta,Zona,Address,Price,Dimension (m2),Floor,Ascensore,Rooms,Bathrooms,Build.Date,Stato,longitude,latitude
07/05/2023,Torino,Madonna di Campagna,via Assisi,30000,44,3,0,3,1,1980,Buono / Abitabile,7.6680779,45.0982651
07/05/2023,Torino,Lucento,corso Cincinnato,24750,66,1,0,4,1,1980,Buono / Abitabile,7.642685,45.0990402
08/05/2023,Torino,Madonna di Campagna,via Caltanisetta,25500,47,0,0,3,1,1980,Buono / Abitabile,,
08/05/2023,Torino,Lucento,via Borgomasino,34557,58,0,0,3,1,1980,Buono / Abitabile,7.6530437,45.0971985
08/05/2023,Torino,Madonna di Campagna,via Caltanissetta,22500,55,5,0,3,1,1980,,7.6589145,45.1106746
09/05/2023,Torino,Madonna di Campagna,via Gattico,54000,67,0,0,4,1,1980,,7.6657962,45.0984219
07/05/2023,Torino,Madonna di Campagna,via Caluso 31,79000,75,1,0,3,1,1953,Da ristrutturare,7.6660638,45.1059765
08/05/2023,Torino,Le Vallette,corso Molise,172000,85,5,1,4,1,1980,Nuovo / In costruzione,7.6380995,45.1019275
08/05/2023,Torino,Madonna di Campagna,via Bernardino Luini 10,58000,60,1,1,2,1,1955,Da ristrutturare,7.6697533,45.0969013
06/05/2023,Torino,Lucento,via Mazzè 16,75000,55,3,0,2,1,1955,Ottimo / Ristrutturato,7.6523648,45.0987638
08/05/2023,Torino,Le Vallette,corso Molise,214000,105,3,1,4,1,1980,Nuovo / In costruzione,7.6380995,45.1019275
08/05/2023,Torino,Le Vallette,via delle Pervinche 41,69000,70,1,0,2,1,1965,Ottimo / Ristrutturato,7.6308866,45.1056582
08/05/2023,Torino,Lucento,corso Toscana 69,88000,80,3,1,3,1,1960,Buono / Abitabile,7.6531097,45.0980049
05/05/2023,Torino,Le Vallette,Strada Altessano,132000,71,7,0,5,1,1980,,7.6530531,45.1245417
05/05/2023,Torino,Le Vallette,via Pianezza,31500,105,1,0,5,2,1980,,7.6519057,45.0934099
06/05/2023,Torino,Madonna di Campagna,via GUBBIO 72,59000,50,3,1,2,1,1970,Ottimo / Ristrutturato,7.6658047,45.0978005
08/05/2023,Torino,Lucento,via Pietro Cossa 280/40,275000,97,3,1,3,1,1980,Ottimo / Ristrutturato,7.6345377,45.0972957
05/05/2023,Torino,Lucento,via Val Della Torre,179000,90,4,1,4,2,2005,Nuovo / In costruzione,7.6561545,45.0943834
05/05/2023,Torino,Lucento,via luini 96,69000,50,4,1,3,1,1960,Da ristrutturare,7.6586283,45.0988942
05/05/2023,Torino,Lucento,piazza Nazario Sauro 18,50000,50,6,1,2,1,1970,Da ristrutturare,7.6565873,45.1014339
09/05/2023,Torino,Madonna di Campagna,via Borgaro 72,108000,118,4,1,4,2,1956,Ottimo / Ristrutturato,7.6632385,45.0982957
09/05/2023,Torino,Le Vallette,via delle Pervinche 79,79000,138,2,0,4,1,1960,Da ristrutturare,7.6251946,45.1059137
04/05/2023,Torino,Madonna di Campagna,via Borgaro,83000,52,2,0,3,1,1960,Buono / Abitabile,7.6631275,45.1010739
08/05/2023,Torino,Lucento,potenza 5,328000,106,8,1,4,2,1980,Buono / Abitabile,7.6518773,45.0884352
08/05/2023,Torino,Lucento,via Pietro Cossa 280/4,129000,78,3,1,3,1,1995,Buono / Abitabile,7.621931,45.0789723
03/05/2023,Torino,Lucento,via Mario Crimi 3,149000,85,3,1,3,1,1970,Buono / Abitabile,7.6553442,45.0953864
04/05/2023,Torino,Parco Dora,via Verolengo,120000,61,2,1,2,1,2013,Ottimo / Ristrutturato,7.6672291,45.0951671
03/05/2023,Torino,Lucento,via Parenzo 22,45000,40,3,0,2,1,1950,Buono / Abitabile,7.6440011,45.1012882
03/05/2023,Torino,Lucento,Lungo Dora Liguria 68,197000,95,6,1,4,2,1995,Buono / Abitabile,7.6503076,45.0905387
02/05/2023,Torino,Borgo Vittoria,via Casteldelfino 8,69000,70,3,1,2,1,1970,Ottimo / Ristrutturato,7.6721203,45.0984349
05/05/2023,Torino,Madonna di Campagna,corso Grosseto 266,119000,78,1,1,3,1,1970,Ottimo / Ristrutturato,7.6620924,45.1056508
05/05/2023,Torino,Madonna di Campagna,via Viterbo 145,48000,56,4,1,2,1,1958,Da ristrutturare,7.6622811,45.0990259
02/05/2023,Torino,Lucento,via Pianezza 43,59000,40,3,1,2,1,2006,Buono / Abitabile,7.6556677,45.0906213
05/05/2023,Torino,Madonna di Campagna,via Bernardino Luini 83,56000,52,5,1,2,1,1960,Buono / Abitabile,7.6619286,45.0977846
02/05/2023,Torino,Le Vallette,corso Ferrara 31,99000,85,0,0,4,1,1960,Buono / Abitabile,7.6320959,45.1066235
08/05/2023,Torino,Madonna di Campagna,via Borgaro,186000,80,5,1,3,1,1980,Nuovo / In costruzione,7.6631275,45.1010739
08/05/2023,Torino,Madonna di Campagna,piazza Ruggero Bonghi,235000,90,1,1,3,1,1980,Nuovo / In costruzione,7.6708827,45.1013531
08/05/2023,Torino,Lucento,via Giovannii Segantini,182000,85,2,1,3,1,1980,Nuovo / In costruzione,,
08/05/2023,Torino,Lucento,largo Toscana,158000,80,3,1,3,1,1980,Nuovo / In costruzione,7.6576013,45.0962836
08/05/2023,Torino,Lucento,corso Potenza,158000,80,3,1,3,1,1980,Nuovo / In costruzione,7.6626647,45.1034764
02/05/2023,Torino,Le Vallette,via Delle Pervinche 9,169000,96,2,0,4,2,1960,Ottimo / Ristrutturato,7.6358439,45.1042604
08/05/2023,Torino,Lucento,via Gaspare Gorresio 9,165000,90,1,0,3,1,1960,Buono / Abitabile,7.6582819,45.0995078
29/04/2023,Torino,Madonna di Campagna,via Borgaro 84,139000,75,4,1,3,1,1970,Da ristrutturare,7.6633103,45.1007114
29/04/2023,Torino,Madonna di Campagna,via Messedaglia 30,46000,50,0,0,2,1,1960,Buono / Abitabile,,
09/05/2023,Torino,Madonna di Campagna,via Caluso 1,193000,120,6,1,4,1,1965,Ottimo / Ristrutturato,7.6635897,45.1060912
08/05/2023,Torino,Lucento,via Mario Crimi 3,89000,80,5,1,3,1,1960,Buono / Abitabile,7.6553442,45.0953864
08/05/2023,Torino,Lucento,via Val della Torre 23,159000,76,2,1,3,1,2006,Buono / Abitabile,7.6605552,45.0932676
09/05/2023,Torino,Lucento,via Val della Torre 109,48000,70,3,0,3,1,1950,Da ristrutturare,7.6514323,45.095921
06/05/2023,Torino,Madonna di Campagna,via Cardinal Massaia,139000,72,2,1,3,1,1998,Buono / Abitabile,,
02/05/2023,Torino,Lucento,corso Svizzera 149,84000,55,3,1,2,1,1958,Da ristrutturare,7.6583376,45.0887596
08/05/2023,Torino,Lucento,via balangero 10,75000,73,3,0,4,1,1950,Da ristrutturare,7.6576515,45.0892186
29/04/2023,Torino,Le Vallette,via Sansovino  270,65000,120,0,1,5,2,1960,Buono / Abitabile,7.6559526,45.1109038
05/05/2023,Torino,Parco Dora,via Verolengo 29/1,85000,50,4,1,2,1,2006,Ottimo / Ristrutturato,7.6672291,45.0951671
28/04/2023,Torino,Lucento,via Parenzo 72,55000,90,3,0,4,1,1950,Da ristrutturare,7.6424055,45.100735
28/04/2023,Torino,Lucento,via Lucento 81,129000,75,0,0,3,1,1900,Ottimo / Ristrutturato,7.6546821,45.1032776
28/04/2023,Torino,Le Vallette,via delle Verbene 17,129000,115,2,0,5,1,1960,Buono / Abitabile,7.631681,45.1050996
02/05/2023,Torino,Le Vallette,via delle Pervinche 9,109000,97,2,0,4,1,1960,Buono / Abitabile,7.6358439,45.1042604
28/04/2023,Torino,Madonna di Campagna,via Michele Coppino 148,135000,90,4,1,3,1,1955,Ottimo / Ristrutturato,7.6722117,45.1014454
28/04/2023,Torino,Madonna di Campagna,via Verolengo 42,75000,77,0,1,3,1,1940,Buono / Abitabile,7.6683398,45.0953743
09/05/2023,Torino,Le Vallette,via delle Pervinche 50,77000,73,2,0,3,1,1980,,7.6261133,45.1061466
02/05/2023,Torino,Lucento,largo Toscana 27,68000,82,5,0,3,1,1960,Buono / Abitabile,7.6581868,45.0962528
27/04/2023,Torino,Lucento,via Alfredo Oriani 25,115000,80,8,1,3,1,1960,Buono / Abitabile,7.6558965,45.1011118
27/04/2023,Torino,Madonna di Campagna,via foligno 44,65000,60,5,1,2,1,1965,Buono / Abitabile,7.6654062,45.0987536
09/05/2023,Torino,Lucento,corso Toscana 12,69000,54,0,1,2,1,1960,Buono / Abitabile,7.6614922,45.0959191
27/04/2023,Torino,Madonna di Campagna,buono stato,115000,88,6,1,3,1,1963,Buono / Abitabile,,
02/05/2023,Torino,Le Vallette,via delle Primule 67,168000,122,5,1,5,3,1988,,7.6242597,45.1065218
28/04/2023,Torino,Lucento,corso Potenza 82,125000,64,8,1,2,1,1956,Ottimo / Ristrutturato,7.6567375,45.094508
26/04/2023,Torino,Lucento,via Bernardino Luini 96,49500,55,1,1,2,1,1965,Buono / Abitabile,7.6586283,45.0988942
27/04/2023,Torino,Lucento,via Borgomasino 2,49000,50,5,0,2,1,1950,Ottimo / Ristrutturato,7.6568804,45.0960788
29/04/2023,Torino,Madonna di Campagna,via Caltanissetta,59000,50,0,0,2,1,1960,Buono / Abitabile,7.6589145,45.1106746
27/04/2023,Torino,Madonna di Campagna,via Cardinale Guglielmo Massaia 128,115000,88,6,1,3,1,1963,Buono / Abitabile,7.6668523,45.1045665
09/05/2023,Torino,Madonna di Campagna,via Borgaro 86,99000,80,3,1,3,1,1958,Ottimo / Ristrutturato,7.6633156,45.1008648
26/04/2023,Torino,Lucento,via Verolengo 157,94000,85,4,1,3,1,1960,Buono / Abitabile,7.6555685,45.0951256
26/04/2023,Torino,Madonna di Campagna,corso Grosseto 272,199000,88,8,1,3,1,1961,Ottimo / Ristrutturato,7.6609375,45.1058805
04/05/2023,Torino,Madonna di Campagna,corso Grosseto,69000,60,4,1,2,1,1959,Buono / Abitabile,7.6816109,45.104345
05/05/2023,Torino,Le Vallette,via venaria 102,139000,145,1,0,5,2,1960,Buono / Abitabile,7.6571196,45.1126033
05/05/2023,Torino,Madonna di Campagna,via venaria 60/10,59000,70,5,0,3,1,1960,Buono / Abitabile,7.5753851,45.095437
03/05/2023,Torino,Madonna di Campagna,via Messedaglia 22,73000,60,3,1,2,1,1960,Ottimo / Ristrutturato,,
27/04/2023,Torino,Madonna di Campagna,via Cuniberti 90,128000,63,7,1,3,1,1960,Ottimo / Ristrutturato,7.6556676,45.1102818
09/05/2023,Torino,Lucento,via Val della Torre 37,159000,74,1,1,3,1,2005,Buono / Abitabile,7.6591743,45.0931763
24/04/2023,Torino,Le Vallette,viale dei mughetti 36,129000,91,1,1,4,1,1960,Buono / Abitabile,7.6261974,45.1042527
26/04/2023,Torino,Lucento,piazza Nazario Sauro 16,300000,160,7,1,4,1,1970,Ottimo / Ristrutturato,7.6562891,45.1013092
26/04/2023,Torino,Lucento,corso Cincinnato 222,129000,85,5,1,3,1,1970,Buono / Abitabile,7.6512992,45.1033089
22/04/2023,Torino,Lucento,via Val Della Torre 20,165000,82,5,1,3,1,2009,Ottimo / Ristrutturato,7.6612571,45.0938116
22/04/2023,Torino,Madonna di Campagna,via Bernardino Luini 61,67000,75,1,1,3,1,1960,Da ristrutturare,7.6648377,45.0972962
21/04/2023,Torino,Le Vallette,via Delle Primule,115000,100,1,0,4,1,1980,Ottimo / Ristrutturato,7.6243449,45.1070751
21/04/2023,Torino,Madonna di Campagna,via reycend 4,68000,60,2,0,2,1,1960,Ottimo / Ristrutturato,,
22/04/2023,Torino,Lucento,piazza Nazario Sauro,300000,160,7,1,4,1,1970,Ottimo / Ristrutturato,7.6558904,45.1012222
22/04/2023,Torino,Lucento,piazza Nazario Sauro 16,300000,160,2,1,3,1,1970,Ottimo / Ristrutturato,7.6562891,45.1013092
22/04/2023,Torino,Lucento,piazza Nazario Sauro,300000,161,7,1,4,1,1970,Ottimo / Ristrutturato,7.6558904,45.1012222
09/05/2023,Torino,Madonna di Campagna,piazza Giuseppe Manno 1,78000,74,0,1,3,1,1965,Buono / Abitabile,7.6566834,45.1060018
09/05/2023,Torino,Madonna di Campagna,via Venaria 66,105000,73,2,0,3,1,1980,Ottimo / Ristrutturato,7.659555,45.1097997
08/05/2023,Torino,Le Vallette,via Pietro Cossa 293/7,258000,103,9,1,5,2,1994,Ottimo / Ristrutturato,7.6335537,45.0951303
09/05/2023,Torino,Lucento,via Val della Torre 118,65000,58,3,1,2,1,1980,Buono / Abitabile,7.6509353,45.0962927
09/05/2023,Torino,Le Vallette,via Andrea Sansovino 125,155000,110,2,1,4,1,1970,Buono / Abitabile,7.6441741,45.1040353
02/05/2023,Torino,Le Vallette,via Andrea Sansovino 143,208000,160,9,1,5,2,1970,Buono / Abitabile,7.6453415,45.1047455
18/04/2023,Torino,Madonna di Campagna,via Caltanissetta 7,59000,48,0,1,2,1,1960,Buono / Abitabile,7.6596679,45.1107758
18/04/2023,Torino,Madonna di Campagna,via Saorgio 174,80000,68,2,1,2,1,1965,Buono / Abitabile,7.6699669,45.1044494
08/05/2023,Torino,Borgo Vittoria,via casteldelfino 10,119000,80,6,1,3,1,1960,Ottimo / Ristrutturato,7.6721616,45.0986987
18/04/2023,Torino,Madonna di Campagna,via Foligno 70,69000,55,3,1,2,1,1960,Da ristrutturare,7.6620897,45.0998344
18/04/2023,Torino,Lucento,via Pianezza 8,57000,83,3,0,3,1,1940,,7.6567398,45.0880829
08/05/2023,Torino,Madonna di Campagna,via Foligno,85000,75,2,0,5,1,1980,Buono / Abitabile,7.6650619,45.0987832
02/05/2023,Torino,Lucento,ottimo stato,159000,98,2,1,4,2,2000,Ottimo / Ristrutturato,,
08/05/2023,Torino,Madonna di Campagna,via Giuseppe Massari,200000,100,6,1,3,1,1980,Nuovo / In costruzione,7.6764257,45.107194
08/05/2023,Torino,Madonna di Campagna,corso Grosseto,211000,105,2,1,4,2,1980,Nuovo / In costruzione,7.6816109,45.104345
08/05/2023,Torino,Lucento,via Foglizzo,220000,110,7,1,4,1,1980,Nuovo / In costruzione,7.6492026,45.0950097
19/04/2023,Torino,Lucento,via Val della Torre 25,198000,90,9,1,3,1,2006,Ottimo / Ristrutturato,7.6603703,45.0932541
15/04/2023,Torino,Lucento,via Borgomasino 63,92000,80,3,1,4,1,1960,,7.6509204,45.0977617
15/04/2023,Torino,Lucento,via Verolengo 150,220000,79,7,1,2,2,1999,Buono / Abitabile,7.655546,45.0952999
14/04/2023,Torino,Madonna di Campagna,unifamiliare via Cardinal Massaia 47,239000,146,1,0,4,1,1950,Buono / Abitabile,,
15/04/2023,Torino,Madonna di Campagna,piazza Bonghi 2,119000,85,1,1,3,1,1970,Buono / Abitabile,7.670008,45.100809
08/05/2023,Torino,Lucento,via BORSI 69/8,215000,108,1,0,4,2,1927,Buono / Abitabile,7.4636552,44.9909769
09/05/2023,Torino,Madonna di Campagna,via viterbo 118,59000,60,4,1,2,1,1960,Ottimo / Ristrutturato,7.6616483,45.0977324
02/05/2023,Torino,Lucento,corso Toscana 93,80000,75,4,1,4,1,1980,Buono / Abitabile,7.6508469,45.098646
02/05/2023,Torino,Lucento,corso Toscana 93,85000,80,4,1,4,1,1980,Buono / Abitabile,7.6508469,45.098646
14/04/2023,Torino,Le Vallette,via Andrea Sansovino 249,99000,70,3,0,3,1,1960,Buono / Abitabile,7.6535907,45.1098129
19/04/2023,Torino,Madonna di Campagna,via STRESA 33,45000,55,2,1,2,1,1960,Da ristrutturare,7.6689668,45.0978051
13/04/2023,Torino,Madonna di Campagna,via Messedaglia,75000,55,4,0,2,1,1960,Ottimo / Ristrutturato,7.6604992,45.0982846
09/05/2023,Torino,Madonna di Campagna,via Stradella 232,104000,80,1,1,3,1,1970,Buono / Abitabile,7.6651554,45.10392
09/05/2023,Torino,Lucento,via Bernardino Luini,145000,84,9,1,3,1,1960,Ottimo / Ristrutturato,7.6704771,45.0957944
15/04/2023,Torino,Lucento,via Val della Torre,169000,90,1,1,3,1,2008,Ottimo / Ristrutturato,7.6561545,45.0943834
13/04/2023,Torino,Madonna di Campagna,via STRESA 37/B,69000,75,0,1,3,1,1950,Ottimo / Ristrutturato,7.6688975,45.0975513
27/04/2023,Torino,Borgo Vittoria,via Casteldelfino 21,159000,110,1,1,4,1,1970,Ottimo / Ristrutturato,7.6724668,45.1014111
12/04/2023,Torino,Lucento,via Pianezza 84,79000,66,5,1,3,1,1942,Buono / Abitabile,7.6512573,45.0940068
14/04/2023,Torino,Madonna di Campagna,via gubbio 101,76000,60,2,1,2,1,1967,Ottimo / Ristrutturato,7.6663263,45.100119
12/04/2023,Torino,Le Vallette,via delle Primule 56,105000,80,1,1,4,1,1969,Da ristrutturare,7.6249513,45.1049941
12/04/2023,Torino,Madonna di Campagna,via Cardinale Guglielmo Massaia 60,75000,57,4,1,2,1,1970,Ottimo / Ristrutturato,7.6713891,45.0988934
09/05/2023,Torino,Lucento,via Magnano 3,45000,47,3,0,2,1,1950,Buono / Abitabile,7.6496592,45.0968776
09/05/2023,Torino,Madonna di Campagna,via viterbo 132,47000,50,5,0,2,1,1955,Buono / Abitabile,7.6623244,45.0986872
25/04/2023,Torino,Lucento,Terratetto plurifamiliare via Calabria 27,449000,409,4,0,5,3,1991,Ottimo / Ristrutturato,,
11/04/2023,Torino,Madonna di Campagna,via Caltanissetta 7,59000,48,0,0,2,1,1960,Buono / Abitabile,7.6596679,45.1107758
06/04/2023,Torino,Madonna di Campagna,via Caluso 29,45000,60,5,1,2,1,1960,Da ristrutturare,7.6658914,45.1059845
06/04/2023,Torino,Madonna di Campagna,via Caluso 29,110000,140,5,1,5,2,1960,Da ristrutturare,7.6658914,45.1059845
06/04/2023,Torino,Madonna di Campagna,via Caluso 29,65000,80,5,1,3,1,1960,Da ristrutturare,7.6658914,45.1059845
09/05/2023,Torino,Madonna di Campagna,via STRESA 35,75000,60,5,1,2,1,1955,Da ristrutturare,7.6690757,45.097972
13/04/2023,Torino,Lucento,via Slataper 36,109000,75,0,1,3,1,1965,Buono / Abitabile,,
13/04/2023,Torino,Lucento,plurifamiliare via Giovanni Segantini 18,230000,250,0,0,5,3,1940,Da ristrutturare,,
09/05/2023,Torino,Madonna di Campagna,via Viterbo 118,89000,62,4,1,2,1,1960,Buono / Abitabile,7.6616483,45.0977324
17/04/2023,Torino,Le Vallette,via Pietro Cossa,129000,80,1,1,3,1,1994,Buono / Abitabile,7.6197798,45.0760919
06/04/2023,Torino,Madonna di Campagna,via Lucento 137,88000,65,1,1,2,1,1965,Ottimo / Ristrutturato,7.6640733,45.1035583
08/05/2023,Torino,Lucento,via Viterbo 78,79000,73,4,0,3,1,1950,Ottimo / Ristrutturato,7.6589842,45.093874
07/04/2023,Torino,Madonna di Campagna,via bernardino luini 60,110000,78,3,0,3,1,1950,Ottimo / Ristrutturato,7.6647155,45.097445
24/04/2023,Torino,Lucento,via Mario Crimi 5,89000,50,1,0,2,1,1967,Ottimo / Ristrutturato,7.6554811,45.0955771
05/05/2023,Torino,Lucento,via Val della Torre 41/9,220000,86,5,1,4,2,2008,Ottimo / Ristrutturato,7.659674,45.09264
08/05/2023,Torino,Lucento,corso Toscana,264000,110,4,1,4,2,1980,Nuovo / In costruzione,7.6620072,45.0968503
05/05/2023,Torino,Madonna di Campagna,corso Potenza 166,79000,55,2,1,2,1,1970,Buono / Abitabile,7.6613274,45.1013413
19/04/2023,Torino,Lucento,Terratetto unifamiliare corso toscana 98,349000,350,2,0,5,1,1950,Buono / Abitabile,,
13/04/2023,Torino,Le Vallette,viale dei Mughetti 7,117000,112,1,1,4,1,1969,Buono / Abitabile,7.6345863,45.1030916
04/04/2023,Torino,Lucento,via Andrea Sansovino 98,59000,50,0,0,2,1,1950,Buono / Abitabile,7.6425015,45.1025995
03/04/2023,Torino,Madonna di Campagna,via Orbetello 176,139000,91,5,1,3,1,1970,Ottimo / Ristrutturato,7.6629496,45.1068808
21/04/2023,Torino,Lucento,via Pianezza 21/4,87000,57,2,1,1,1,2012,Ottimo / Ristrutturato,7.6561228,45.0893066
05/04/2023,Torino,Le Vallette,via Delle Pervinche 48,189000,130,5,1,5,2,1960,Buono / Abitabile,7.6272223,45.106129
05/05/2023,Torino,Lucento,via Gaspare Gorresio 8/B,129000,100,0,1,4,1,1960,Buono / Abitabile,7.6576022,45.0998052
09/05/2023,Torino,Le Vallette,via delle Primule 67,143000,100,1,1,4,2,1980,Buono / Abitabile,7.6242597,45.1065218
04/05/2023,Torino,Lucento,via Val della Torre 23,139000,74,5,1,3,1,2005,Ottimo / Ristrutturato,7.6605552,45.0932676
31/03/2023,Torino,Lucento,via Foligno 99,75000,50,4,1,2,1,1950,Buono / Abitabile,7.6591448,45.1006463
09/05/2023,Torino,Madonna di Campagna,via borgaro 95,119000,80,4,1,3,1,1970,Buono / Abitabile,7.6627561,45.1014653
08/04/2023,Torino,Lucento,via Pianezza 8,92000,285,2,0,1,1,1950,Da ristrutturare,7.6567398,45.0880829
08/05/2023,Torino,Le Vallette,Palazzo - Edificio in Vendita,550000,600,0,0,5,1,1980,Ottimo / Ristrutturato,,
08/05/2023,Torino,Lucento,via Pianezza 96,64000,59,1,1,2,1,1960,Da ristrutturare,7.6505358,45.0943884
08/05/2023,Torino,Lucento,via Verolengo 119,85000,85,0,0,4,1,1950,Buono / Abitabile,7.6598342,45.0948523
29/03/2023,Torino,Madonna di Campagna,via Viterbo 132,115000,70,1,0,3,1,1955,Ottimo / Ristrutturato,7.6623244,45.0986872
30/03/2023,Torino,Madonna di Campagna,via Gubbio 93,199000,88,3,1,4,2,2011,Ottimo / Ristrutturato,7.6661334,45.0995623
30/03/2023,Torino,Madonna di Campagna,via Gubbio 93,225000,108,5,1,4,2,2011,Ottimo / Ristrutturato,7.6661334,45.0995623
13/04/2023,Torino,Lucento,via Forlì 58,69000,55,1,1,2,1,1970,Buono / Abitabile,7.6536351,45.094162
29/04/2023,Torino,Lucento,via Carlo Cipolla 9,145000,95,1,0,4,1,1960,Ottimo / Ristrutturato,7.6543861,45.0973661
27/03/2023,Torino,Madonna di Campagna,via Gino Capponi,220000,190,0,0,5,1,1960,Ottimo / Ristrutturato,7.6659471,45.1093894
27/03/2023,Torino,Madonna di Campagna,via Gino Capponi,160000,190,0,0,5,1,1980,Da ristrutturare,7.6659471,45.1093894
18/04/2023,Torino,Lucento,corso Grosseto 295,100000,85,8,1,3,1,1965,Da ristrutturare,7.6611939,45.1052025
04/04/2023,Torino,Borgo Vittoria,via Casteldelfino 18,85000,60,8,1,2,1,1960,Buono / Abitabile,7.6722555,45.0993
02/05/2023,Torino,Le Vallette,via delle pervinche 53,89000,75,2,0,3,1,1960,Buono / Abitabile,7.6291686,45.1058018
19/04/2023,Torino,Lucento,Terratetto unifamiliare via Mario Crimi 8,480000,482,5,0,5,1,1939,Buono / Abitabile,,
19/04/2023,Torino,Lucento,via Viterbo 77,70000,55,3,1,2,1,1960,Da ristrutturare,7.6590892,45.0945225
08/05/2023,Torino,Madonna di Campagna,via Breglio,288000,100,7,1,4,2,1980,Nuovo / In costruzione,7.6851067,45.0985008
08/05/2023,Torino,Madonna di Campagna,corso Potenza,176000,75,2,1,3,1,1980,Nuovo / In costruzione,7.6626647,45.1034764
21/04/2023,Torino,Madonna di Campagna,via Gubbio 93,140000,67,1,1,2,1,2011,Ottimo / Ristrutturato,7.6661334,45.0995623
05/05/2023,Torino,Lucento,largo Toscana 52/A,149000,85,7,1,3,1,1970,Buono / Abitabile,7.6575083,45.0974662
24/03/2023,Torino,Madonna di Campagna,via GUBBIO 42/C,149000,85,3,1,3,1,1970,Da ristrutturare,7.6657291,45.0978615
17/04/2023,Torino,Le Vallette,via delle Primule 67/b,180000,132,5,1,4,1,1985,Buono / Abitabile,7.62894,45.1019848
13/04/2023,Torino,Lucento,via Mazzè 2,89000,55,3,1,2,1,1960,Buono / Abitabile,7.6517569,45.0977489
12/04/2023,Torino,Madonna di Campagna,corso grosseto 228,87000,82,2,1,3,1,1960,Buono / Abitabile,7.6660191,45.1054258
28/03/2023,Torino,Lucento,via Alfredo Oriani 23,85000,58,4,1,2,1,1966,Buono / Abitabile,7.6560523,45.1010315
01/05/2023,Torino,Le Vallette,unifamiliare via Andrea Sansovino 257,490000,327,0,0,5,1,1950,Ottimo / Ristrutturato,,
24/03/2023,Torino,Madonna di Campagna,via Cardinale Guglielmo Massaia 128,97000,94,1,1,3,1,1960,Buono / Abitabile,7.6668523,45.1045665
01/05/2023,Torino,Lucento,corso Lucio Quinzio Cincinnato 193,35000,50,3,0,2,1,1950,Buono / Abitabile,7.6468957,45.1016777
31/03/2023,Torino,Lucento,Terratetto unifamiliare via Giosuè Borsi 124,849000,739,1,0,5,3,1970,Ottimo / Ristrutturato,,
22/03/2023,Torino,Lucento,via Giosuè Borsi 55,67000,56,3,0,2,1,1930,Ottimo / Ristrutturato,7.6517353,45.0954762
22/03/2023,Torino,Lucento,corso Lombardia 233,169000,99,4,1,3,1,1970,Ottimo / Ristrutturato,7.6609816,45.1041143
21/03/2023,Torino,Lucento,corso Toscana 81,101000,90,6,1,3,1,1963,Buono / Abitabile,7.6523274,45.0982268
22/03/2023,Torino,Le Vallette,corso Molise 77/b,149000,90,2,0,4,1,1970,Ottimo / Ristrutturato,7.6379483,45.1059509
21/03/2023,Torino,Le Vallette,via Andrea Sansovino 95,79000,71,2,1,2,1,1975,Da ristrutturare,7.6418243,45.1026252
05/04/2023,Torino,Lucento,via Val della Torre 118,139000,77,6,1,3,1,1980,,7.6509353,45.0962927
05/04/2023,Torino,Madonna di Campagna,via Foligno 3,100000,85,1,1,3,1,1958,Ottimo / Ristrutturato,7.6704565,45.0969569
08/05/2023,Torino,Madonna di Campagna,piazza Vetta D' Italia 10,50000,47,1,0,2,1,1995,Buono / Abitabile,7.6667762,45.1015371
30/03/2023,Torino,Lucento,Strada altessano 44,63000,50,6,1,2,1,1980,,7.6470817,45.1029674
20/03/2023,Torino,Le Vallette,via delle Pervinche 46/D,83000,80,0,1,3,1,1960,Buono / Abitabile,7.6366007,45.1044703
30/03/2023,Torino,Le Vallette,Strada di Altessano,63000,55,6,1,2,1,1069,Buono / Abitabile,7.648375,45.1003013
20/03/2023,Torino,Lucento,Strada Pianezza 178,145000,110,4,1,2,2,1970,Buono / Abitabile,7.6174877,45.0998309
10/05/2023,Torino,Borgo Vittoria,via Casteldelfino,79000,53,2,1,2,1,1965,Ottimo / Ristrutturato,7.6724668,45.1014111
13/04/2023,Torino,Lucento,via Pianezza 66,119000,80,4,1,3,2,1960,Buono / Abitabile,7.6530951,45.0926804
08/05/2023,Torino,Madonna di Campagna,via Gubbio 70,63000,58,0,0,2,1,1965,Buono / Abitabile,7.6657541,45.0976354
29/03/2023,Torino,Madonna di Campagna,via portula 8,125000,81,1,0,4,1,1950,Ottimo / Ristrutturato,7.6647157,45.0979717
13/04/2023,Torino,Lucento,Terratetto unifamiliare via Lucento 68,420000,120,0,0,5,3,1920,Ottimo / Ristrutturato,,
18/04/2023,Torino,Borgo Vittoria,corso grosseto 156,149000,120,8,1,3,1,1960,Buono / Abitabile,7.6732377,45.1050116
17/03/2023,Torino,Madonna di Campagna,via Cardinal Massaia 139,176000,85,2,1,4,1,2006,Buono / Abitabile,,
29/03/2023,Torino,Madonna di Campagna,via Bernardino Luini 26,79000,61,1,0,2,1,1968,Ottimo / Ristrutturato,7.6681008,45.0970803
13/04/2023,Torino,Lucento,via Gaspare Gorresio 18,99000,80,1,0,3,1,1960,Buono / Abitabile,7.6571598,45.0999908
21/03/2023,Torino,Madonna di Campagna,corso Grosseto 231,75000,62,1,1,2,1,1970,Buono / Abitabile,7.6685753,45.1047601
20/03/2023,Torino,Lucento,via Val Della Torre,165000,86,5,1,3,1,2009,Ottimo / Ristrutturato,7.6561545,45.0943834
