Ref.Data,Citta,Zona,Address,Price,Dimension (m2),Floor,Ascensore,Rooms,Bathrooms,Build.Date,Stato,longitude,latitude
14/03/2023,Torino,Don Bosco,corso Regina Margherita 220,87000,61,2,1,3,1,1960,Ottimo / Ristrutturato,7.6665816,45.0826181
02/05/2023,Torino,Borgo Vittoria,via Conte di Roccavione 28,98000,76,1,1,3,1,1965,Buono / Abitabile,7.6756762,45.0977784
09/05/2023,Torino,Don Bosco,via San Giovanni Bosco 65,119000,80,1,0,4,1,1909,Da ristrutturare,7.6621331,45.0846712
13/03/2023,Torino,Borgo Vittoria,via Villar 10,77000,75,4,0,3,1,1950,Ottimo / Ristrutturato,7.6802282,45.0949307
17/03/2023,Torino,Don Bosco,corso Regina Margherita 220,87000,70,2,1,3,1,1960,Ottimo / Ristrutturato,7.6665816,45.0826181
22/03/2023,Torino,Barriera di Milano,via Stradella 12,19000,50,3,0,2,1,1950,Buono / Abitabile,7.6795026,45.0911236
29/03/2023,Torino,Borgo Vittoria,via Bibiana 45,65000,55,4,1,2,1,1965,Buono / Abitabile,7.6776533,45.0985518
01/04/2023,Torino,Borgo Vittoria,corso Grosseto 55,229000,185,8,1,5,2,1970,Buono / Abitabile,7.6879716,45.1036641
14/03/2023,Torino,Borgo Vittoria,Terratetto plurifamiliare via Giovanni Michele Boccardo 29,369000,407,3,0,5,1,1970,Da ristrutturare,,
18/03/2023,Torino,Borgo Vittoria,corso Grosseto 83,199000,160,9,1,5,2,1970,Buono / Abitabile,7.685627,45.1037988
10/03/2023,Torino,Parco Dora,via Verolengo 29/7,280000,115,9,1,4,2,2006,Ottimo / Ristrutturato,7.6693624,45.0944008
07/04/2023,Torino,Don Bosco,via Don Giovanni Bosco 27,93000,75,2,0,3,1,1955,Ottimo / Ristrutturato,7.6678288,45.0829628
17/04/2023,Torino,Borgo Vittoria,via Chiesa della Salute 45,47000,60,4,1,2,1,1960,Da ristrutturare,7.6797884,45.0974382
19/04/2023,Torino,Borgo Vittoria,via Mondrone 20,119000,80,6,1,3,1,1930,Buono / Abitabile,7.673276,45.0927948
17/04/2023,Torino,Aurora,corso Principe Oddone 86,87000,100,5,0,4,1,1980,Buono / Abitabile,7.6770044,45.0883536
02/05/2023,Torino,Borgo Vittoria,via Saorgio 12,135000,90,3,1,3,1,1965,Ottimo / Ristrutturato,7.6815202,45.0964305
09/03/2023,Torino,Borgo Vittoria,via Paolo Veronese,170000,95,2,1,4,2,2004,Ottimo / Ristrutturato,7.6642757,45.1111192
19/04/2023,Torino,Borgo Vittoria,via Breglio 41,90000,78,5,1,3,1,1965,Buono / Abitabile,7.6807118,45.0986816
12/04/2023,Torino,Borgo Vittoria,via Sospello 146,59000,60,4,1,2,1,1960,Buono / Abitabile,7.6785953,45.1025987
08/03/2023,Torino,Borgo Vittoria,via Vibo 48,49000,50,5,1,2,1,1960,,7.7790445,45.0424547
05/05/2023,Torino,Madonna di Campagna,via Saorgio 107,129000,91,5,1,3,1,1970,Buono / Abitabile,7.6718138,45.1000465
28/03/2023,Torino,Borgo Vittoria,via Ciamarella 8/7,45000,54,3,1,2,1,1956,Buono / Abitabile,7.5132616,45.0818444
28/03/2023,Torino,Borgo Vittoria,via Bibiana 105,79000,75,2,1,3,1,1950,Buono / Abitabile,7.6787282,45.1030928
09/03/2023,Torino,Borgo Vittoria,via Marchese Visconti 2,176000,115,5,1,4,2,1978,Buono / Abitabile,7.6759082,45.0935359
09/05/2023,Torino,Borgo Vittoria,via roccavione 97,128000,95,3,0,4,1,1950,Ottimo / Ristrutturato,,
17/04/2023,Torino,Borgo Vittoria,via Michele Coppino 116/2,117000,80,3,1,3,1,1976,Da ristrutturare,7.6773961,45.1010437
08/05/2023,Torino,Borgo Vittoria,via chiesa della salute 76,79000,70,2,0,3,1,1954,Buono / Abitabile,7.6804618,45.098441
02/05/2023,Torino,San Donato,ottimo stato,135000,81,8,1,3,1,1955,Ottimo / Ristrutturato,,
08/05/2023,Torino,Borgo Vittoria,via Stradella,198000,80,3,1,3,1,1980,Nuovo / In costruzione,7.6789053,45.090618
08/05/2023,Torino,Borgo Vittoria,via Paolo Della Cella,195000,90,3,1,4,1,1980,Nuovo / In costruzione,7.6795687,45.10794
07/03/2023,Torino,Borgo Vittoria,via Paolo Veronese 81,149000,80,3,1,3,1,2007,Ottimo / Ristrutturato,7.6863058,45.1064745
16/03/2023,Torino,Borgo Vittoria,Terratetto unifamiliare via Errico Giachino 74,120000,99,0,0,3,1,1900,Ottimo / Ristrutturato,,
05/04/2023,Torino,Borgo Vittoria,via Ciamarella 23,30000,47,3,0,2,1,1950,Buono / Abitabile,7.6719486,45.0922595
29/04/2023,Torino,Borgo Vittoria,via nigra 3,78000,78,1,0,3,1,1950,Buono / Abitabile,7.7692955,45.1346104
13/04/2023,Torino,Borgo Vittoria,corso Benedetto Brin 13,53000,46,0,1,2,1,1970,Buono / Abitabile,7.6730056,45.0929575
02/03/2023,Torino,Don Bosco,via Livorno 3,120000,75,3,1,3,2,1930,Ottimo / Ristrutturato,7.6667527,45.0828678
11/04/2023,Torino,Borgo Vittoria,via Saorgio,55000,63,2,0,2,1,1965,Buono / Abitabile,7.6795311,45.0965959
11/03/2023,Torino,Parco Dora,corso Umbria 9,250000,145,3,1,3,2,1953,Buono / Abitabile,7.6694806,45.0827585
05/05/2023,Torino,Borgo Vittoria,corso Grosseto 133,99000,80,4,1,3,1,1960,Da ristrutturare,7.6785133,45.1042076
17/03/2023,Torino,Borgo Vittoria,via Sospello 123,220000,85,3,1,3,1,1970,Buono / Abitabile,7.6764976,45.1030745
13/04/2023,Torino,Borgo Vittoria,via Chiesa della Salute 103,45000,52,3,0,2,1,1950,Buono / Abitabile,7.6808804,45.1015682
13/04/2023,Torino,Borgo Vittoria,via Gino Lisa 6,75000,65,2,0,2,1,1955,Buono / Abitabile,7.6839408,45.0977917
20/04/2023,Torino,Borgo Vittoria,via Conte di Roccavione 43,165000,110,3,1,4,2,1965,,7.6760029,45.0989674
09/05/2023,Torino,Borgo Vittoria,via Chiesa della Salute 104,45000,55,3,0,2,1,1960,Buono / Abitabile,7.6809114,45.1005382
09/05/2023,Torino,Borgo Vittoria,via Costantino Nigra 41,38000,66,4,0,2,1,1950,Buono / Abitabile,7.6797032,45.1016776
27/02/2023,Torino,Borgo Vittoria,via Cardinale Guglielmo Massaia 40,75000,90,3,1,3,1,1980,Ottimo / Ristrutturato,7.672493,45.0978087
28/02/2023,Torino,Borgo Vittoria,via Breglio 28,50000,51,1,1,2,1,1960,Buono / Abitabile,7.6822435,45.0988149
29/03/2023,Torino,Borgo Vittoria,via Chiesa della Salute 126,89000,80,1,0,3,1,1960,Buono / Abitabile,7.6812763,45.1024473
25/02/2023,Torino,Borgo Vittoria,via Vibo 48,95000,85,1,0,3,1,1980,,7.7790445,45.0424547
08/05/2023,Torino,Borgo Vittoria,via bibiana 56,129000,90,1,1,3,1,1970,Buono / Abitabile,7.677662,45.0983019
18/04/2023,Torino,Borgo Vittoria,via Breglio 28,69000,60,4,1,2,1,1960,Ottimo / Ristrutturato,7.6822435,45.0988149
02/03/2023,Torino,Borgo Vittoria,via Saorgio 24,189000,85,6,1,3,1,1960,Ottimo / Ristrutturato,7.6805004,45.0965517
09/05/2023,Torino,Borgo Vittoria,via sospello 141,119000,80,3,1,3,1,1960,Buono / Abitabile,7.6779654,45.1028987
22/03/2023,Torino,Borgo Vittoria,via Saorgio 31,105000,85,2,0,4,1,1950,Buono / Abitabile,7.6803507,45.0964326
18/04/2023,Torino,Borgo Vittoria,via di rovasenda 2,209000,90,1,1,4,1,1965,Buono / Abitabile,,
08/05/2023,Torino,Borgo Vittoria,via breglio 53,69000,55,3,1,2,1,1950,Ottimo / Ristrutturato,7.6795412,45.0988459
22/02/2023,Torino,Borgo Vittoria,corso Venezia 71,75000,68,0,1,2,1,1970,Buono / Abitabile,7.6840004,45.0975142
21/02/2023,Torino,Borgo Vittoria,via Marchese Visconti 1,49000,55,1,1,2,1,1960,Buono / Abitabile,7.6757885,45.0936135
22/02/2023,Torino,Borgo Vittoria,via Vibò 48,49000,45,5,1,2,1,1960,Buono / Abitabile,7.7790445,45.0424547
26/04/2023,Torino,Parco Dora,via Orvieto 4,145000,80,1,1,4,1,2007,Ottimo / Ristrutturato,7.6707876,45.0912218
03/05/2023,Torino,Borgo Vittoria,via Conte di Roccavione 107,45000,46,2,1,2,1,1955,Da ristrutturare,7.6768633,45.1039854
16/03/2023,Torino,Borgo Vittoria,via Michele Antonio Vibò 19,49000,55,2,0,2,1,1950,Buono / Abitabile,7.6787497,45.0942639
09/05/2023,Torino,Don Bosco,via Giuseppe Fagnano 19,39000,35,4,0,2,1,1940,Buono / Abitabile,7.6644126,45.0861458
17/02/2023,Torino,Don Bosco,corso Regina Margherita,45000,35,3,0,1,1,1900,Buono / Abitabile,7.6396669,45.0913023
17/02/2023,Torino,Borgo Vittoria,via Chiesa della Salute 149,119000,98,4,1,4,1,1950,Buono / Abitabile,7.6815506,45.1058639
17/03/2023,Torino,Aurora,corso Principe Oddone 42,159000,95,1,1,4,2,1930,Buono / Abitabile,7.6731107,45.0827837
23/03/2023,Torino,Borgo Vittoria,via Francesco Baracca 1,76000,75,1,0,3,1,1960,Da ristrutturare,7.6810699,45.0974273
24/02/2023,Torino,Don Bosco,via Capua 3,148000,83,6,1,3,1,1965,Ottimo / Ristrutturato,7.6684181,45.0837339
15/02/2023,Torino,Borgo Vittoria,via Cristoforo Beggiamo 3,49000,50,0,1,2,1,1980,Da ristrutturare,7.6779577,45.0981631
09/05/2023,Torino,San Donato,via Vagnone 36,50000,30,0,0,2,1,1940,Buono / Abitabile,7.6655753,45.0822027
13/02/2023,Torino,San Donato,corso Regina Margherita 195,186000,72,3,1,3,1,1950,Ottimo / Ristrutturato,7.6658652,45.0823531
08/05/2023,Torino,Parco Dora,corso Mortara,214000,80,3,1,3,1,1980,Nuovo / In costruzione,7.6703318,45.0908242
08/05/2023,Torino,Borgo Vittoria,Viq Emilio De Marchi,178000,80,2,0,3,1,1980,Nuovo / In costruzione,,
22/02/2023,Torino,Borgo Vittoria,via Michele Antonio Vibò 48,65000,65,2,1,2,1,1960,Buono / Abitabile,7.6759488,45.0953371
16/03/2023,Torino,Borgo Vittoria,via bibiana 98,147000,90,3,1,3,1,1960,Ottimo / Ristrutturato,7.6786956,45.1017685
29/03/2023,Torino,Don Bosco,corso Regina Margherita 206,129000,80,2,1,3,1,1950,Ottimo / Ristrutturato,7.6693217,45.0816894
13/04/2023,Torino,Borgo Vittoria,via breglio 42,65000,80,4,0,3,1,1940,Ottimo / Ristrutturato,7.6809445,45.0989276
09/05/2023,Torino,Borgo Vittoria,corso grosseto 75,69000,60,9,1,2,1,1970,Buono / Abitabile,7.686181,45.103767
19/04/2023,Torino,Borgo Vittoria,corso Grosseto 62,99000,80,5,1,3,1,1963,Buono / Abitabile,7.6835133,45.1044212
18/04/2023,Torino,Parco Dora,Palazzo - Edificio in Vendita,550000,1,0,0,5,1,1980,Da ristrutturare,,
22/04/2023,Torino,Borgo Vittoria,via Errico Giachino 70,129000,80,2,0,3,1,1960,Nuovo / In costruzione,7.6734352,45.0943017
08/05/2023,Torino,Borgo Vittoria,via saorgio 101,49000,55,9,1,2,1,1960,Buono / Abitabile,7.672539,45.0992679
09/02/2023,Torino,Borgo Vittoria,via Breglio 121,39000,56,4,0,2,1,1955,Buono / Abitabile,7.6730896,45.099385
08/02/2023,Torino,Borgo Vittoria,via Luigi Gramegna 2,45000,51,1,0,2,1,1930,Buono / Abitabile,7.6747908,45.0934542
09/02/2023,Torino,Borgo Vittoria,via roccavione 28,47000,57,4,1,2,1,1960,Buono / Abitabile,,
09/05/2023,Torino,Don Bosco,corso Regina Margherita 220,99000,50,1,1,3,1,1960,Buono / Abitabile,7.6665816,45.0826181
22/02/2023,Torino,Borgo Vittoria,via Vibo 48,98000,75,5,1,3,1,1960,Buono / Abitabile,7.7790445,45.0424547
28/04/2023,Torino,Borgo Vittoria,via Breglio 110,89000,100,2,0,3,1,1950,Buono / Abitabile,7.6749385,45.0994509
09/05/2023,Torino,San Donato,corso Regina Margherita 241,125000,80,5,1,3,1,1940,Buono / Abitabile,7.658563,45.0847693
06/02/2023,Torino,Borgo Vittoria,corso Grosseto 73,89000,77,2,1,3,1,1965,Buono / Abitabile,7.6863527,45.103775
08/05/2023,Torino,Borgo Vittoria,via Breglio,243000,125,2,1,5,1,1980,Nuovo / In costruzione,7.6851067,45.0985008
08/05/2023,Torino,Don Bosco,via San Giovanni Bosco,218000,80,1,1,4,1,1980,Nuovo / In costruzione,7.670962,45.0095336
11/02/2023,Torino,Borgo Vittoria,via Vibò 48,65000,65,3,1,2,1,1960,Ottimo / Ristrutturato,7.7790445,45.0424547
11/02/2023,Torino,Borgo Vittoria,via Vibò 48,65000,65,3,1,2,1,1960,Ottimo / Ristrutturato,7.7790445,45.0424547
05/05/2023,Torino,Borgo Vittoria,via Bibiana 47/a,65000,55,3,1,2,1,1960,Ottimo / Ristrutturato,7.6777656,45.098683
24/04/2023,Torino,San Donato,corso Regina Margherita 225,75000,55,3,1,2,1,1940,Buono / Abitabile,7.661011,45.0839569
30/03/2023,Torino,Borgo Vittoria,via Michele Coppino,125000,95,4,1,3,1,1960,Da ristrutturare,7.6773961,45.1010437
17/02/2023,Torino,Parco Dora,corso Ottone Rosai 26/13,140000,72,6,1,3,1,2007,,7.6751874,45.0863009
29/03/2023,Torino,Borgo Vittoria,via Chiesa della Salute 12,39000,50,2,0,2,1,1950,Buono / Abitabile,7.6780089,45.093226
20/03/2023,Torino,Borgo Vittoria,via Bibiana 98,89000,73,1,1,3,1,1966,Da ristrutturare,7.6786956,45.1017685
08/05/2023,Torino,Borgo Vittoria,via Carlo Lorenzini 29,79000,56,4,0,2,1,1950,Buono / Abitabile,7.675351,45.0998579
08/05/2023,Torino,Borgo Vittoria,via breglio 115,99000,80,5,1,3,1,1955,Buono / Abitabile,7.6736166,45.0993393
31/03/2023,Torino,Borgo Vittoria,via chiesa della salute 106,65000,55,2,1,2,1,1960,Ottimo / Ristrutturato,7.6809851,45.1010118
28/03/2023,Torino,Borgo Vittoria,via Chiesa della Salute 90,90000,80,4,1,3,1,1960,Ottimo / Ristrutturato,7.6807531,45.0995252
27/01/2023,Torino,Borgo Vittoria,via Stradella 76,72000,56,3,0,2,1,1920,Ottimo / Ristrutturato,7.6742411,45.0947292
09/05/2023,Torino,Borgo Vittoria,via Vittoria 4,79000,75,1,0,2,1,1930,Ottimo / Ristrutturato,7.67562,45.0938717
09/05/2023,Torino,Borgo Vittoria,via Bibiana 14,55000,70,3,1,2,1,1950,Buono / Abitabile,7.6754223,45.0956846
09/05/2023,Torino,Borgo Vittoria,via chiesa della salute 75,58000,55,5,1,2,1,1960,Buono / Abitabile,7.6805854,45.0996724
04/05/2023,Torino,Borgo Vittoria,unifamiliare via Tommaso Gulli 37,189900,100,0,0,4,3,1960,Ottimo / Ristrutturato,,
08/05/2023,Torino,Borgo Vittoria,via Saorgio 41,299000,160,2,1,5,2,2000,Nuovo / In costruzione,7.6786731,45.0966316
14/03/2023,Torino,Borgo Vittoria,via Bibiana 66,49000,48,2,1,2,1,1960,Buono / Abitabile,7.6783435,45.0993935
06/02/2023,Torino,Borgo Vittoria,via Beggiamo 3,99000,84,1,1,3,1,1960,Buono / Abitabile,,
18/02/2023,Torino,Borgo Vittoria,via Cristoforo Beggiamo 5,57000,55,2,1,2,1,1960,Buono / Abitabile,7.6782333,45.0981382
10/03/2023,Torino,Borgo Vittoria,corso Grosseto 151,99000,60,7,1,3,1,1960,Buono / Abitabile,7.67681,45.1043053
09/05/2023,Torino,Borgo Vittoria,via Bibiana 34,69000,60,2,0,3,1,1930,Buono / Abitabile,7.6764273,45.0968344
09/05/2023,Torino,Borgo Vittoria,via sospello 176,59000,55,1,0,2,1,1950,Ottimo / Ristrutturato,7.681563,45.1024627
04/05/2023,Torino,Parco Dora,corso Ottone Rosai 26/1,209000,95,1,1,4,2,2007,Ottimo / Ristrutturato,7.6751874,45.0863009
15/03/2023,Torino,Borgo Vittoria,via Paolo Veronese,75000,67,4,1,2,1,1960,Buono / Abitabile,7.6642757,45.1111192
07/04/2023,Torino,Don Bosco,via Graziadio Ascoli 4,49000,50,0,0,2,1,1950,Ottimo / Ristrutturato,7.6661627,45.083016
04/05/2023,Torino,Borgo Vittoria,via Gino Lisa 41,45000,60,0,1,2,1,1960,Buono / Abitabile,7.6806941,45.0979385
24/04/2023,Torino,Borgo Vittoria,via Ciamarella 7,39000,39,1,0,2,1,1980,,7.6735707,45.0922207
09/05/2023,Torino,Borgo Vittoria,corso Grosseto 64,69000,60,7,1,3,1,1970,Buono / Abitabile,7.6833647,45.1044298
23/01/2023,Torino,Borgo Vittoria,via Breglio 105,70000,60,1,1,2,1,1970,Buono / Abitabile,7.6743881,45.0992725
24/04/2023,Torino,Don Bosco,via Vicenza,185000,90,2,1,3,1,2001,Buono / Abitabile,7.6643077,45.0851541
23/01/2023,Torino,Don Bosco,via Bari,75000,70,1,0,2,1,1980,,7.1238511,45.140013
07/04/2023,Torino,Don Bosco,via Graziadio Ascoli 4,49000,50,0,0,2,1,1950,Ottimo / Ristrutturato,7.6661627,45.083016
08/05/2023,Torino,Borgo Vittoria,via Michele Coppino 88,77000,80,1,0,3,1,1960,Buono / Abitabile,7.6787973,45.1010433
09/05/2023,Torino,Don Bosco,via San Giovanni Bosco 24,219000,89,5,1,3,1,2001,Ottimo / Ristrutturato,7.8722701,45.4692823
17/04/2023,Torino,Don Bosco,Loft via Don Giovanni Bosco 79,179000,89,1,0,2,1,1970,Ottimo / Ristrutturato,,
27/04/2023,Torino,Borgo Vittoria,via Breglio 25,65000,52,2,1,2,1,1960,Da ristrutturare,7.6823781,45.0985769
28/01/2023,Torino,Borgo Vittoria,via Michele Coppino 116,53000,40,1,1,2,1,1970,Buono / Abitabile,7.6758191,45.1018063
20/01/2023,Torino,Borgo Vittoria,via Saorgio,87000,75,2,0,3,1,1930,Ottimo / Ristrutturato,7.6795311,45.0965959
21/03/2023,Torino,Borgo Vittoria,via Leopoldo Usseglio 9,77000,55,1,1,2,1,2000,Buono / Abitabile,7.6764737,45.0981541
28/02/2023,Torino,Borgo Vittoria,via Chiesa della Salute 99,85000,80,3,1,3,1,1960,Da ristrutturare,7.6808452,45.1013421
28/03/2023,Torino,Borgo Vittoria,via Michele Coppino 84,39000,60,3,0,2,1,1960,Da ristrutturare,7.6790806,45.101026
20/04/2023,Torino,Borgo Vittoria,via Gino Lisa 12,69000,59,1,0,2,1,1960,Ottimo / Ristrutturato,7.6835384,45.0978267
18/04/2023,Torino,Borgo Vittoria,via Breglio 56,95000,75,2,0,3,1,1980,Ottimo / Ristrutturato,7.6796719,45.0990391
16/01/2023,Torino,Borgo Vittoria,via Conte di Roccavione 107,69000,65,1,1,2,1,1965,Buono / Abitabile,7.6768633,45.1039854
09/05/2023,Torino,Borgo Vittoria,via baracca 21,89000,78,2,1,3,1,1950,Buono / Abitabile,7.5236722,45.1020788
20/01/2023,Torino,Borgo Vittoria,via Francesco Baracca,89000,60,1,1,2,1,1970,Ottimo / Ristrutturato,7.6819547,45.0997355
09/05/2023,Torino,Borgo Vittoria,via Costantino Nigra 19,79000,80,2,0,4,1,1960,Buono / Abitabile,7.6794672,45.1001568
09/05/2023,Torino,Borgo Vittoria,via Conte di Roccavione,69000,55,4,1,3,1,1970,Da ristrutturare,7.6741717,45.0960888
17/04/2023,Torino,Borgo Vittoria,via Stradella 80,39000,52,4,0,2,1,1950,Ottimo / Ristrutturato,7.6740105,45.0949305
18/04/2023,Torino,Don Bosco,corso Regina Margherita 218B,80000,60,0,0,3,1,1980,,7.6672025,45.0823926
27/03/2023,Torino,Borgo Vittoria,via Conte di Roccavione 58,140000,70,5,1,3,1,1953,Da ristrutturare,7.6764652,45.1001969
14/04/2023,Torino,Don Bosco,via Sondrio 13,360000,160,2,1,5,2,1990,Ottimo / Ristrutturato,7.6589452,45.0860571
27/04/2023,Torino,Borgo Vittoria,via Cristoforo Beggiamo 8,66000,61,4,1,2,1,1980,Buono / Abitabile,7.6779405,45.0980311
19/04/2023,Torino,San Donato,corso Regina Margherita 205/bis,199750,72,5,1,2,2,1934,Ottimo / Ristrutturato,7.6642602,45.0828846
05/05/2023,Torino,Borgo Vittoria,via Ala di Stura 60,179000,76,2,1,3,1,2007,Ottimo / Ristrutturato,7.6852339,45.1063834
20/04/2023,Torino,Barriera di Milano,Loft via Valprato 69,376300,142,0,1,4,2,2022,Nuovo / In costruzione,,
09/05/2023,Torino,Borgo Vittoria,via Saorgio 55,56000,50,1,1,2,1,1950,Buono / Abitabile,7.6768528,45.0968471
21/04/2023,Torino,Borgo Vittoria,via Paolo Veronese 47,185000,115,2,1,4,2,2004,Ottimo / Ristrutturato,7.6897415,45.1054118
09/05/2023,Torino,Don Bosco,corso Regina Margherita 262,99000,57,7,1,2,1,1940,Buono / Abitabile,7.6599072,45.0848041
08/05/2023,Torino,Parco Dora,via Defendente Ferrari 1,290000,120,1,1,4,2,2005,Ottimo / Ristrutturato,7.887644,45.1908276
09/05/2023,Torino,San Donato,corso Regina Margherita 161,150000,170,0,1,5,1,1900,Buono / Abitabile,7.6707168,45.0806268
01/02/2023,Torino,Borgo Vittoria,via Francesco Baracca 26,49000,75,4,0,4,1,1960,Da ristrutturare,7.6819661,45.0992293
05/05/2023,Torino,San Donato,corso Regina Margherita 161,99000,52,1,1,2,1,1980,Ottimo / Ristrutturato,7.6707168,45.0806268
21/02/2023,Torino,Borgo Vittoria,via Francesco Baracca 25,49000,55,4,1,2,1,1965,Buono / Abitabile,7.6817868,45.0993133
16/04/2023,Torino,Borgo Vittoria,via Costantino Nigra 37,90000,94,4,0,3,1,1950,Ottimo / Ristrutturato,7.6796646,45.1014284
20/03/2023,Torino,Borgo Vittoria,via Errico Giachino 25,85000,97,1,0,5,1,1980,Ottimo / Ristrutturato,7.6757962,45.091349
10/03/2023,Torino,Borgo Vittoria,via Cardinale Guglielmo Massaia 25,73000,76,4,1,3,1,1960,Buono / Abitabile,7.6725772,45.0971739
13/04/2023,Torino,Borgo Vittoria,via Adda,119000,85,3,0,3,2,1930,Ottimo / Ristrutturato,7.5399523,45.067181
30/03/2023,Torino,Borgo Vittoria,via Breglio,65000,63,1,1,2,1,1960,Buono / Abitabile,7.6851067,45.0985008
11/02/2023,Torino,Borgo Vittoria,via Michele Antonio Vibò 48,65000,65,2,1,2,1,1960,Buono / Abitabile,7.6759488,45.0953371
09/05/2023,Torino,Borgo Vittoria,via Giovanni Michele Boccardo 14,98000,100,3,0,4,1,1950,Ottimo / Ristrutturato,7.6783683,45.0935852
23/02/2023,Torino,Borgo Vittoria,via Villar 12,65000,75,5,0,3,1,1955,Ottimo / Ristrutturato,7.6799281,45.0950254
30/03/2023,Torino,Borgo Vittoria,buono stato,169000,90,0,1,4,1,1940,Buono / Abitabile,,
12/04/2023,Torino,Aurora,corso Principe Oddone 60,125000,80,2,1,3,1,1930,Buono / Abitabile,7.674773,45.0851593
28/03/2023,Torino,Borgo Vittoria,Mansarda via Costantino Nigra 35,65000,38,5,1,2,1,1965,Nuovo / In costruzione,,
09/12/2022,Torino,Borgo Vittoria,via nigra 20,59000,55,0,0,2,1,1960,Ottimo / Ristrutturato,7.7692955,45.1346104
10/03/2023,Torino,Don Bosco,buono stato,60000,39,4,1,2,1,1980,Buono / Abitabile,,
02/05/2023,Torino,Borgo Vittoria,via Pavone 3,206000,94,5,1,3,1,2003,Buono / Abitabile,7.6790912,45.0937081
19/12/2022,Torino,Borgo Vittoria,corso Benedetto Brin 29,45000,48,5,1,2,1,1960,Da ristrutturare,7.6715697,45.0933335
03/01/2023,Torino,Borgo Vittoria,via Chiesa della Salute 68,55000,60,1,1,2,1,1955,Buono / Abitabile,7.6801755,45.0978329
07/12/2022,Torino,Parco Dora,via Defendente De Ferrari,268000,120,2,1,4,2,2008,,7.6663698,45.0878906
11/02/2023,Torino,Borgo Vittoria,Palazzo - Edificio in Vendita,1200000,1,0,0,1,1,1980,Ottimo / Ristrutturato,,
07/05/2023,Torino,Borgo Vittoria,via Bibiana,109000,85,0,0,3,2,1980,Ottimo / Ristrutturato,7.6786413,45.101892
27/03/2023,Torino,San Donato,corso Regina Margherita  211,75000,52,4,1,2,1,1960,Buono / Abitabile,7.6633972,45.08317
22/02/2023,Torino,Borgo Vittoria,via Vibo 48,119000,90,2,1,4,1,1960,Ottimo / Ristrutturato,7.7790445,45.0424547
07/03/2023,Torino,Don Bosco,via Capua 15,111000,75,0,1,2,2,1967,Ottimo / Ristrutturato,7.6666619,45.0843769
22/03/2023,Torino,Borgo Vittoria,via vittoria,59000,50,5,1,2,1,1960,Ottimo / Ristrutturato,7.6779146,45.0967448
09/05/2023,Torino,Borgo Vittoria,via nigra 39,74000,75,3,0,3,1,1950,Buono / Abitabile,7.7692955,45.1346104
21/04/2023,Torino,Parco Dora,via Tesso,89000,65,1,1,2,1,1980,Ottimo / Ristrutturato,7.6761481,45.0911428
02/04/2023,Torino,Parco Dora,75 m²,79000,75,4,0,3,1,1928,,,
17/04/2023,Torino,Borgo Vittoria,via Michele Coppino 110,139000,91,4,1,4,1,1960,Ottimo / Ristrutturato,7.6763748,45.1011906
21/03/2023,Torino,Borgo Vittoria,via Casteldelfino 7,149000,106,7,1,4,1,1960,Ottimo / Ristrutturato,7.6717454,45.0976693
03/12/2022,Torino,Borgo Vittoria,via Casteldelfino 5,45000,55,2,1,2,1,1980,Ottimo / Ristrutturato,7.6717141,45.0974682
27/02/2023,Torino,Borgo Vittoria,Palazzo - Edificio in Vendita,245000,200,2,0,5,2,1960,Da ristrutturare,,
24/04/2023,Torino,Barriera di Milano,via Stradella 12,39000,50,2,0,2,1,1900,Da ristrutturare,7.6795026,45.0911236
02/12/2022,Torino,Borgo Vittoria,via Verolengo 42/6,255000,104,2,1,4,2,2000,Ottimo / Ristrutturato,7.6672291,45.0951671
26/04/2023,Torino,Borgo Vittoria,via Chiesa della Salute 77,95000,75,1,0,3,1,1950,Ottimo / Ristrutturato,7.6805995,45.0997632
03/04/2023,Torino,Borgo Vittoria,corso Grosseto 62,69000,51,2,1,2,1,1960,Ottimo / Ristrutturato,7.6835133,45.1044212
30/11/2022,Torino,Barriera di Milano,via Valprato 69,376000,142,0,0,3,2,2022,Nuovo / In costruzione,7.6818385,45.0933121
30/11/2022,Torino,Barriera di Milano,via Valprato 69,225000,85,0,0,2,2,2022,Nuovo / In costruzione,7.6818385,45.0933121
30/11/2022,Torino,Borgo Vittoria,via Breglio 50,130000,80,5,0,3,1,1950,Ottimo / Ristrutturato,7.6801782,45.0989945
07/03/2023,Torino,Borgo Vittoria,via Montalenghe 5,59000,60,0,0,2,1,1960,Ottimo / Ristrutturato,7.6743484,45.0984245
